Name,Total,word,N,Rate,Authorship,Disputed
Federalist No. 1,1622,adoption,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,after,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,against,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,already,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,apt,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,but,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,choice,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,class,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,conduct,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,confederacies,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,consequences,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,country,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,course,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,decision,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,doubt,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,efficiency,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,either,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,empire,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,even,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,feel,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,forgotten,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,former,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,give,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,hand,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,head,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,hope,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,idea,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,inducements,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,intentions,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,interesting,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,interests,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,into,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,jealousy,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,judged,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,judgment,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,led,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,might,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,moderation,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,most,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,motives,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,necessity,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,number,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,observations,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,offered,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,open,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,oppose,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,parties,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,passions,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,power,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,proposed,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,public,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,question,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,reflection,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,rights,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,same,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,security,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,several,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,side,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,states,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,them,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,themselves,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,there,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,true,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,us,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,utility,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,view,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,views,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,welfare,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,whether,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,would,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,wrong,2,0.0012330456226880395,Hamilton,no
Federalist No. 1,1622,able,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,absurd,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,accident,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,accordingly,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,acknowledge,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,act,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,actuated,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,add,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,additional,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,address,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,admit,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,adopt,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,advantages,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,adversaries,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,advocate,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,affect,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,affects,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,afford,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,aggrandize,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,aim,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,allowed,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,alternative,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,always,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ambiguity,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ambitious,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,america,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,among,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,amuse,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,analogy,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,angry,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,animosity,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,another,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,answer,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,antagonists,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ardently,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,arrived,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,artifice,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,astray,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,attainment,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,attempts,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,attended,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,attention,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,attentive,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,avarice,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,avowal,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,aware,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,bait,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,because,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,before,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,begin,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,begun,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,behind,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,being,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,bias,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,bitterness,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,blameless,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,body,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,breast,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,called,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,candor,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,cannot,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,capable,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,career,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,cases,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,cause,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,causes,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,caution,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,changes,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,characterized,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,circles,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,circumstance,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,citizens,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,claim,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,clearly,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,collected,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,commencing,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,commonly,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,composed,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,comprehending,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,conclude,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,concomitant,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,confederation,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,conformity,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,confusions,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,connected,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,consciousness,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,consequence,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,considerate,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,consideration,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,considerations,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,considered,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,constitute,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,constitutions,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,contemplation,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,controversy,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,converts,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,convictions,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,convinced,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,could,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,countenance,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,countrymen,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,court,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,crisis,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,cured,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,danger,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dangerous,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dangers,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,decide,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,decided,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,declamations,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,deeply,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,deliberate,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,deliberation,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,deliberations,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,demagogues,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,depend,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,depository,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,deserve,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,design,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,despotic,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,despotism,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,destined,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dignity,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,diminution,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,directed,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,discovery,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,discuss,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,disdains,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,disgrace,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,disingenuous,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dismemberment,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dissolution,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,distinct,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,distinguished,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,distrust,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,do,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,doctrine,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,doubted,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,drawn,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,duly,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,dwell,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,election,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,elevation,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,emolument,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,encounter,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,endeavor,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ending,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,energetic,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,energy,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,engraved,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,enlarged,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,enlightened,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,enough,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,enthusiasm,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,era,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,errors,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,essential,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,establishing,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,establishments,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,estimate,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,event,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ever,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,evidence,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,evident,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,evils,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,evince,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,examining,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,example,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,existence,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,expected,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,expense,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,experience,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,exposed,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,extent,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,eye,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fact,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fairer,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,false,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fate,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fault,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,favorable,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fears,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,federal,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fellow,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fire,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,firmness,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,first,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,flatter,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,following,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,fond,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,forbidden,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,force,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,foreign,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,forever,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,formidable,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,found,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,founded,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,frankly,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,freely,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,frequently,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,furnish,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,further,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,given,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,gradually,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,greatest,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,guard,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,had,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,happen,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,happiness,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,happy,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,having,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hazard,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hear,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,heart,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hearts,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,heighten,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,held,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hereafter,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,heresies,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,history,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hold,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,honest,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,hostile,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,ill,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,illiberal,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,imagined,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,importance,1,6.165228113440197e-4,Hamilton,no
Federalist No. 1,1622,important,1,6.165228113440197e-4,Hamilton,no
